"Team","Name","Region","Region_id"
"Dark Quality","Ron •  El Mapachurro •  Nashery •  TheGunsOfFortune •  Confytura •  Yadagon","PCS Team",9
"Deliverance Esports","Niquel •  Sazz •  Demonmix •  Jtoru","PCS Team",9
"Deliverance Peru","Diegorzz •  Reiner •  Lefty •  1Bicho","PCS Team",9
"Descuydado Esports","Kerfa •  iFrix •  Shieldworm •  Xpontaneous •  Davo •  Ayeye","PCS Team",9
"Diamond Doves","JuanDeDios •  Piu Piu •  AdrYh •  HarryLaCru •  Khael","PCS Team",9
"EBRO","Akunma •  Ocean •  TomnaM •  Nottingham •  Nameless •  Fateware","PCS Team",9
"ELR Gaming","Lara •  Tiansito •  Luckie •  JK •  Melvin •  Ohtori","PCS Team",9
"Estral Esports","Acce •  Lyg","PCS Team",9
"Exilium Gaming","JISKRA","PCS Team",9
"Fantasy Gaming","Scar Hope •  Kram •  San •  Nou •  LupinoBate •  FreeSoul","PCS Team",9
"Fuego","Ravey •  Mega •  Blackengel •  Shade •  Whiplash","PCS Team",9
"Furious Gaming","Kartana •  Emp •  Viciun •  Feitan","PCS Team",9
"GeekSide Esports","Therru •  Sunriser •  Roket •  Rastafari •  Macucho •  Nightfall •  Wamdejo","PCS Team",9
"Globant Emerald","Nate •  Warangelus •  Plugo •  WhiteLotus •  Newbie","PCS Team",9
"Gods Plan","Raél •  CaTzzz •  Toes","PCS Team",9
"Gravity Elite","JTL •  Blind Walker •  Godles •  Zlekt","PCS Team",9
"Hooked Esports","Rexus •  Mistt •  Bl0oMi •  BitterBit •  Bojji •  Cezz  (Sports Director/Support)","PCS Team",9
"Incubus","Ceviche •  Cebolla •  Souta","PCS Team",9
"INFINITY","Jauny •  Brayaron •  SolidSnake •  Cody •  Snaker •  Kz •  Ackerman","PCS Team",9
"Instinct Gaming","1Cs •  Dinastik •  Xamex •  Joma","PCS Team",9
"Isurus","ADD •  Seiya •  Gavotto •  Jelly •  Flare","PCS Team",9
"Janus Esports","HAKA •  Jean •  Ballack •  FxZ","PCS Team",9
"KLG Academy","Baby Upset •  1Lee","PCS Team",9
"King of Goats","Astronyx","PCS Team",9
"Kings of the North","Dune •  Osito Felpuwu •  Ballack •  Gnetic •  Kaldalis","PCS Team",9
"KRÜ Esports","Seeker •  Style •  Kiefer •  Lac •  IgnaVilu1","PCS Team",9
"Leviatan Esports","Buggax •  Pancake •  TopLop •  Nothing •  Lyonz","PCS Team",9
"Leviatan Chile","Baltica •  Tinchoxar","PCS Team",9
"Luxor Gaming","Qkel •  Foxy •  Don Jose","PCS Team",9
"Mad Kings","deathleap •  EstebanPa •  WilBR •  Zeldris •  Tiki Astral •  Yagami","PCS Team",9
"Mad Revolution","Kanitouh •  Night Fúry •  Chuflex •  Arqi •  Foryax •  Greety •  TeeoG •  IvaNovich","PCS Team",9
"Malvinas Gaming","Scrappy •  SryNotSry •  Fersito •  Nekhazten •  Magico","PCS Team",9
"Mayan Esports","Pinky •  Saeko •  Araque •  Barry •  Melocotón •  Lenpace •  Orion","PCS Team",9
"Meta Gaming","Emets •  Duivel •  Funky Dog •  Snottie","PCS Team",9
"Movistar Optix","Shookz •  KreshtDoo •  Marito","PCS Team",9
"Newstar","Brianthees •  Xeydon","PCS Team",9
"NOCTA","Stibi •  Raydell •  Pelirrojo •  Gabenx •  Dreseul •  Kofla","PCS Team",9
"Once Caldas Esports","Cristonex •  Kanz •  Aquiles •  AraaGor •  Asdrick •  Asterik","PCS Team",9
"Pampas","Izaenk •  Follow •  Enga •  Kindless •  QQMore •  Kumew •  Kbstible","PCS Team",9
"PÊEK Gaming","Sander •  Symebo •  Loers •  MrMemox •  BetaTwinz •  Cesar","PCS Team",9
"Pirate Dream","vins •  Feng •  Binky •  Zaetoz •  Sofia •  Rex","PCS Team",9
"Psykodelic Esports","Andresu •  Covi •  Mata •  Maick","PCS Team",9
"Rainbow7","SoHwan •  Oddie •  Cepted •  Ceo •  Slow •  Daiky","PCS Team",9
"Rebirth eSports","Arfyss •  Funky Dog •  Cosmoz •  GunPoint •  Gralou •  1Defu","PCS Team",9
"Red Rooster Team","Merciful •  Andathy •  Quasar •  FREDEAD •  Orange •  Kot •  Lustboy","PCS Team",9
"Respawn Esports","Tilt","PCS Team",9
"River Plate","Aquasonic •  Dandy","PCS Team",9
"Saprissa Esports","Putin •  Chiu •  Ganks •  Xuradel •  Renn •  MadBlade","PCS Team",9
"Six Karma","Nipphu •  DrLemon •  Icytower •  Letras •  Lyng","PCS Team",9
"Skull Cracker","Abyss •  Xmy","PCS Team",9
"Spectacled Bears","Note","PCS Team",9
"Spirituals","Abscense •  Guzke •  Kitin •  Stealth •  IRuby","PCS Team",9
"Stone Movistar","Why Not","PCS Team",9
"TAB","Logan •  Haltz •  Taco","PCS Team",9
"Team Aze","Lonely •  Dimitry •  Aloned •  5kid •  Straight •  Shu Hari","PCS Team",9
"Team Quetzal","No Roster Avalable","PCS Team",9
"The Kings","Destroy •  Mataz •  Rainbow •  Limitationss •  NerzhuL •  Chukaritas •  Santi •  Midalia •  VirusFx •  Mun","PCS Team",9
"Tomorrow Esports","Marth •  Chikitow •  LLSkyLL •  Alann •  Meteoro •  Sight","PCS Team",9
"Undead Gaming","Strange •  Pyl •  Aders","PCS Team",9
"UC Esports","No Roster Avalable","PCS Team",9
"Vandals Esports","K Cho •  Emarlin •  Nuggles •  Johan Love •  Spidy","PCS Team",9
"Vipers","Bazu •  2Night •  Aaron •  Doosu •  Choisix","PCS Team",9
"Waia Snikt","Joxardo •  No One •  Nishkyu •  Toradora","PCS Team",9
"WAP Esports","Sydux •  OneSECOND •  Encounters","PCS Team",9
"XTEN Esports","Zerito •  Seize •  Keine","PCS Team",9
"Zeu5 Bogota","Keii •  UnicornG •  Zelt •  Hobbler •  Ichiwin •  MrProxi","PCS Team",9
"Zylant Esports","Pillo •  Slayer •  Vares •  Zeypher •  Messi •  Ankichi","PCS Team",9
"9z Team","Burrito •  Naz •  Agustin17 •  Hika •  Tufi •  Sang","Turkish Team",10
"AceS GaminG","Rhal •  Nuclex •  Neith •  Senshi •  Brio","Turkish Team",10
"AGD ESports","Hater •  KINGPOWER •  Joinlav •  Gelvic •  Huevo Frito •  Sir Fate","Turkish Team",10
"All Knights","Zothve •  Skeeto •  Crash •  Leza •  Alive •  Pancake •  Baula","Turkish Team",10
"Arctic Mexico","Steellar •  Chente •  Fayonix •  Hades •  Hierro •  Betosky","Turkish Team",10
"Atheris Esports","Mayhem •  Zerkxz •  Demy •  Shintalx","Turkish Team",10
"Atomic México","Gonti •  LiquidDiego •  Kyoto •  Shaka •  Manuelcap •  Allerz","Turkish Team",10
"Aurelius Esports","Uprising •  Acerola •  Kobrq •  Bola •  Tyr •  Sun Tiger","Turkish Team",10
"Awake Gaming","Junder •  Saya •  Master Jos •  lll •  Yuk •  Dirss","Turkish Team",10
"Azules Academy","No Roster Avalable","Turkish Team",10
"Bandits Gaming","Lance •  Kazuo •  Rein •  Mime •  Hannah •  CougarDai","Turkish Team",10
"Beast Esports","ElBenSmurf •  Zutter •  Chucknight •  Drev •  Ariezu","Turkish Team",10
"Boca Juniors","Chordy •  dnt","Turkish Team",10
"Braves Rising","Kantoshi •  Athyz •  Melkior •  Patrick •  Gary","Turkish Team",10
"Cattleya Gaming","Grimma","Turkish Team",10
"Cienciano Esports","LukasNegro •  Maver •  Jealow •  Hoka •  Pyro","Turkish Team",10
"Deportivo Municipal","Leocich •  Janghy •  Terco •  Snoopy •  Skanito •  ElOjoInka •  Prichell","Turkish Team",10
"Cruzados Esports","IceBox","Turkish Team",10
"Da Dancing Demons","Galileo •  Kasamura •  Nips •  Fate in Blood","Turkish Team",10
"Dark Horse","KearZy •  Perro •  Luco •  Charlie","Turkish Team",10
"Dark Quality","Ron •  El Mapachurro •  Nashery •  TheGunsOfFortune •  Confytura •  Yadagon","Turkish Team",10
"Deliverance Esports","Niquel •  Sazz •  Demonmix •  Jtoru","Turkish Team",10
"Deliverance Peru","Diegorzz •  Reiner •  Lefty •  1Bicho","Turkish Team",10
"Descuydado Esports","Kerfa •  iFrix •  Shieldworm •  Xpontaneous •  Davo •  Ayeye","Turkish Team",10
"Diamond Doves","JuanDeDios •  Piu Piu •  AdrYh •  HarryLaCru •  Khael","Turkish Team",10
"EBRO","Akunma •  Ocean •  TomnaM •  Nottingham •  Nameless •  Fateware","Turkish Team",10
"ELR Gaming","Lara •  Tiansito •  Luckie •  JK •  Melvin •  Ohtori","Turkish Team",10
"Estral Esports","Acce •  Lyg","Turkish Team",10
"Exilium Gaming","JISKRA","Turkish Team",10
"Fantasy Gaming","Scar Hope •  Kram •  San •  Nou •  LupinoBate •  FreeSoul","Turkish Team",10
"Fuego","Ravey •  Mega •  Blackengel •  Shade •  Whiplash","Turkish Team",10
"Furious Gaming","Kartana •  Emp •  Viciun •  Feitan","Turkish Team",10
"GeekSide Esports","Therru •  Sunriser •  Roket •  Rastafari •  Macucho •  Nightfall •  Wamdejo","Turkish Team",10
"Globant Emerald","Nate •  Warangelus •  Plugo •  WhiteLotus •  Newbie","Turkish Team",10
"Gods Plan","Raél •  CaTzzz •  Toes","Turkish Team",10
"Gravity Elite","JTL •  Blind Walker •  Godles •  Zlekt","Turkish Team",10
"Hooked Esports","Rexus •  Mistt •  Bl0oMi •  BitterBit •  Bojji •  Cezz  (Sports Director/Support)","Turkish Team",10
"Incubus","Ceviche •  Cebolla •  Souta","Turkish Team",10
"INFINITY","Jauny •  Brayaron •  SolidSnake •  Cody •  Snaker •  Kz •  Ackerman","Turkish Team",10
"Instinct Gaming","1Cs •  Dinastik •  Xamex •  Joma","Turkish Team",10
"Isurus","ADD •  Seiya •  Gavotto •  Jelly •  Flare","Turkish Team",10
"Janus Esports","HAKA •  Jean •  Ballack •  FxZ","Turkish Team",10
"KLG Academy","Baby Upset •  1Lee","Turkish Team",10
"King of Goats","Astronyx","Turkish Team",10
"Kings of the North","Dune •  Osito Felpuwu •  Ballack •  Gnetic •  Kaldalis","Turkish Team",10
"KRÜ Esports","Seeker •  Style •  Kiefer •  Lac •  IgnaVilu1","Turkish Team",10
"Leviatan Esports","Buggax •  Pancake •  TopLop •  Nothing •  Lyonz","Turkish Team",10
"Leviatan Chile","Baltica •  Tinchoxar","Turkish Team",10
"Luxor Gaming","Qkel •  Foxy •  Don Jose","Turkish Team",10
"Mad Kings","deathleap •  EstebanPa •  WilBR •  Zeldris •  Tiki Astral •  Yagami","Turkish Team",10
"Mad Revolution","Kanitouh •  Night Fúry •  Chuflex •  Arqi •  Foryax •  Greety •  TeeoG •  IvaNovich","Turkish Team",10
"Malvinas Gaming","Scrappy •  SryNotSry •  Fersito •  Nekhazten •  Magico","Turkish Team",10
"Mayan Esports","Pinky •  Saeko •  Araque •  Barry •  Melocotón •  Lenpace •  Orion","Turkish Team",10
"Meta Gaming","Emets •  Duivel •  Funky Dog •  Snottie","Turkish Team",10
"Movistar Optix","Shookz •  KreshtDoo •  Marito","Turkish Team",10
"Newstar","Brianthees •  Xeydon","Turkish Team",10
"NOCTA","Stibi •  Raydell •  Pelirrojo •  Gabenx •  Dreseul •  Kofla","Turkish Team",10
"Once Caldas Esports","Cristonex •  Kanz •  Aquiles •  AraaGor •  Asdrick •  Asterik","Turkish Team",10
"Pampas","Izaenk •  Follow •  Enga •  Kindless •  QQMore •  Kumew •  Kbstible","Turkish Team",10
"PÊEK Gaming","Sander •  Symebo •  Loers •  MrMemox •  BetaTwinz •  Cesar","Turkish Team",10
"Pirate Dream","vins •  Feng •  Binky •  Zaetoz •  Sofia •  Rex","Turkish Team",10
"Psykodelic Esports","Andresu •  Covi •  Mata •  Maick","Turkish Team",10
"Rainbow7","SoHwan •  Oddie •  Cepted •  Ceo •  Slow •  Daiky","Turkish Team",10
"Rebirth eSports","Arfyss •  Funky Dog •  Cosmoz •  GunPoint •  Gralou •  1Defu","Turkish Team",10
"Red Rooster Team","Merciful •  Andathy •  Quasar •  FREDEAD •  Orange •  Kot •  Lustboy","Turkish Team",10
"Respawn Esports","Tilt","Turkish Team",10
"River Plate","Aquasonic •  Dandy","Turkish Team",10
"Saprissa Esports","Putin •  Chiu •  Ganks •  Xuradel •  Renn •  MadBlade","Turkish Team",10
"Six Karma","Nipphu •  DrLemon •  Icytower •  Letras •  Lyng","Turkish Team",10
"Skull Cracker","Abyss •  Xmy","Turkish Team",10
"Spectacled Bears","Note","Turkish Team",10
"Spirituals","Abscense •  Guzke •  Kitin •  Stealth •  IRuby","Turkish Team",10
"Stone Movistar","Why Not","Turkish Team",10
"TAB","Logan •  Haltz •  Taco","Turkish Team",10
"Team Aze","Lonely •  Dimitry •  Aloned •  5kid •  Straight •  Shu Hari","Turkish Team",10
"Team Quetzal","No Roster Avalable","Turkish Team",10
"The Kings","Destroy •  Mataz •  Rainbow •  Limitationss •  NerzhuL •  Chukaritas •  Santi •  Midalia •  VirusFx •  Mun","Turkish Team",10
"Tomorrow Esports","Marth •  Chikitow •  LLSkyLL •  Alann •  Meteoro •  Sight","Turkish Team",10
"Undead Gaming","Strange •  Pyl •  Aders","Turkish Team",10
"UC Esports","No Roster Avalable","Turkish Team",10
"Vandals Esports","K Cho •  Emarlin •  Nuggles •  Johan Love •  Spidy","Turkish Team",10
"Vipers","Bazu •  2Night •  Aaron •  Doosu •  Choisix","Turkish Team",10
"Waia Snikt","Joxardo •  No One •  Nishkyu •  Toradora","Turkish Team",10
"WAP Esports","Sydux •  OneSECOND •  Encounters","Turkish Team",10
"XTEN Esports","Zerito •  Seize •  Keine","Turkish Team",10
"Zeu5 Bogota","Keii •  UnicornG •  Zelt •  Hobbler •  Ichiwin •  MrProxi","Turkish Team",10
"Zylant Esports","Pillo •  Slayer •  Vares •  Zeypher •  Messi •  Ankichi","Turkish Team",10
"9z Team","Burrito •  Naz •  Agustin17 •  Hika •  Tufi •  Sang","Vietnamese Team",11
"AceS GaminG","Rhal •  Nuclex •  Neith •  Senshi •  Brio","Vietnamese Team",11
"AGD ESports","Hater •  KINGPOWER •  Joinlav •  Gelvic •  Huevo Frito •  Sir Fate","Vietnamese Team",11
"All Knights","Zothve •  Skeeto •  Crash •  Leza •  Alive •  Pancake •  Baula","Vietnamese Team",11
"Arctic Mexico","Steellar •  Chente •  Fayonix •  Hades •  Hierro •  Betosky","Vietnamese Team",11
"Atheris Esports","Mayhem •  Zerkxz •  Demy •  Shintalx","Vietnamese Team",11
"Atomic México","Gonti •  LiquidDiego •  Kyoto •  Shaka •  Manuelcap •  Allerz","Vietnamese Team",11
"Aurelius Esports","Uprising •  Acerola •  Kobrq •  Bola •  Tyr •  Sun Tiger","Vietnamese Team",11
"Awake Gaming","Junder •  Saya •  Master Jos •  lll •  Yuk •  Dirss","Vietnamese Team",11
"Azules Academy","No Roster Avalable","Vietnamese Team",11
"Bandits Gaming","Lance •  Kazuo •  Rein •  Mime •  Hannah •  CougarDai","Vietnamese Team",11
"Beast Esports","ElBenSmurf •  Zutter •  Chucknight •  Drev •  Ariezu","Vietnamese Team",11
"Boca Juniors","Chordy •  dnt","Vietnamese Team",11
"Braves Rising","Kantoshi •  Athyz •  Melkior •  Patrick •  Gary","Vietnamese Team",11
"Cattleya Gaming","Grimma","Vietnamese Team",11
"Cienciano Esports","LukasNegro •  Maver •  Jealow •  Hoka •  Pyro","Vietnamese Team",11
"Deportivo Municipal","Leocich •  Janghy •  Terco •  Snoopy •  Skanito •  ElOjoInka •  Prichell","Vietnamese Team",11
"Cruzados Esports","IceBox","Vietnamese Team",11
"Da Dancing Demons","Galileo •  Kasamura •  Nips •  Fate in Blood","Vietnamese Team",11
"Dark Horse","KearZy •  Perro •  Luco •  Charlie","Vietnamese Team",11
"Dark Quality","Ron •  El Mapachurro •  Nashery •  TheGunsOfFortune •  Confytura •  Yadagon","Vietnamese Team",11
"Deliverance Esports","Niquel •  Sazz •  Demonmix •  Jtoru","Vietnamese Team",11
"Deliverance Peru","Diegorzz •  Reiner •  Lefty •  1Bicho","Vietnamese Team",11
"Descuydado Esports","Kerfa •  iFrix •  Shieldworm •  Xpontaneous •  Davo •  Ayeye","Vietnamese Team",11
"Diamond Doves","JuanDeDios •  Piu Piu •  AdrYh •  HarryLaCru •  Khael","Vietnamese Team",11
"EBRO","Akunma •  Ocean •  TomnaM •  Nottingham •  Nameless •  Fateware","Vietnamese Team",11
"ELR Gaming","Lara •  Tiansito •  Luckie •  JK •  Melvin •  Ohtori","Vietnamese Team",11
"Estral Esports","Acce •  Lyg","Vietnamese Team",11
"Exilium Gaming","JISKRA","Vietnamese Team",11
"Fantasy Gaming","Scar Hope •  Kram •  San •  Nou •  LupinoBate •  FreeSoul","Vietnamese Team",11
"Fuego","Ravey •  Mega •  Blackengel •  Shade •  Whiplash","Vietnamese Team",11
"Furious Gaming","Kartana •  Emp •  Viciun •  Feitan","Vietnamese Team",11
"GeekSide Esports","Therru •  Sunriser •  Roket •  Rastafari •  Macucho •  Nightfall •  Wamdejo","Vietnamese Team",11
"Globant Emerald","Nate •  Warangelus •  Plugo •  WhiteLotus •  Newbie","Vietnamese Team",11
"Gods Plan","Raél •  CaTzzz •  Toes","Vietnamese Team",11
"Gravity Elite","JTL •  Blind Walker •  Godles •  Zlekt","Vietnamese Team",11
"Hooked Esports","Rexus •  Mistt •  Bl0oMi •  BitterBit •  Bojji •  Cezz  (Sports Director/Support)","Vietnamese Team",11
"Incubus","Ceviche •  Cebolla •  Souta","Vietnamese Team",11
"INFINITY","Jauny •  Brayaron •  SolidSnake •  Cody •  Snaker •  Kz •  Ackerman","Vietnamese Team",11
"Instinct Gaming","1Cs •  Dinastik •  Xamex •  Joma","Vietnamese Team",11
"Isurus","ADD •  Seiya •  Gavotto •  Jelly •  Flare","Vietnamese Team",11
"Janus Esports","HAKA •  Jean •  Ballack •  FxZ","Vietnamese Team",11
"KLG Academy","Baby Upset •  1Lee","Vietnamese Team",11
"King of Goats","Astronyx","Vietnamese Team",11
"Kings of the North","Dune •  Osito Felpuwu •  Ballack •  Gnetic •  Kaldalis","Vietnamese Team",11
"KRÜ Esports","Seeker •  Style •  Kiefer •  Lac •  IgnaVilu1","Vietnamese Team",11
"Leviatan Esports","Buggax •  Pancake •  TopLop •  Nothing •  Lyonz","Vietnamese Team",11
"Leviatan Chile","Baltica •  Tinchoxar","Vietnamese Team",11
"Luxor Gaming","Qkel •  Foxy •  Don Jose","Vietnamese Team",11
"Mad Kings","deathleap •  EstebanPa •  WilBR •  Zeldris •  Tiki Astral •  Yagami","Vietnamese Team",11
"Mad Revolution","Kanitouh •  Night Fúry •  Chuflex •  Arqi •  Foryax •  Greety •  TeeoG •  IvaNovich","Vietnamese Team",11
"Malvinas Gaming","Scrappy •  SryNotSry •  Fersito •  Nekhazten •  Magico","Vietnamese Team",11
"Mayan Esports","Pinky •  Saeko •  Araque •  Barry •  Melocotón •  Lenpace •  Orion","Vietnamese Team",11
"Meta Gaming","Emets •  Duivel •  Funky Dog •  Snottie","Vietnamese Team",11
"Movistar Optix","Shookz •  KreshtDoo •  Marito","Vietnamese Team",11
"Newstar","Brianthees •  Xeydon","Vietnamese Team",11
"NOCTA","Stibi •  Raydell •  Pelirrojo •  Gabenx •  Dreseul •  Kofla","Vietnamese Team",11
"Once Caldas Esports","Cristonex •  Kanz •  Aquiles •  AraaGor •  Asdrick •  Asterik","Vietnamese Team",11
"Pampas","Izaenk •  Follow •  Enga •  Kindless •  QQMore •  Kumew •  Kbstible","Vietnamese Team",11
"PÊEK Gaming","Sander •  Symebo •  Loers •  MrMemox •  BetaTwinz •  Cesar","Vietnamese Team",11
"Pirate Dream","vins •  Feng •  Binky •  Zaetoz •  Sofia •  Rex","Vietnamese Team",11
"Psykodelic Esports","Andresu •  Covi •  Mata •  Maick","Vietnamese Team",11
"Rainbow7","SoHwan •  Oddie •  Cepted •  Ceo •  Slow •  Daiky","Vietnamese Team",11
"Rebirth eSports","Arfyss •  Funky Dog •  Cosmoz •  GunPoint •  Gralou •  1Defu","Vietnamese Team",11
"Red Rooster Team","Merciful •  Andathy •  Quasar •  FREDEAD •  Orange •  Kot •  Lustboy","Vietnamese Team",11
"Respawn Esports","Tilt","Vietnamese Team",11
"River Plate","Aquasonic •  Dandy","Vietnamese Team",11
"Saprissa Esports","Putin •  Chiu •  Ganks •  Xuradel •  Renn •  MadBlade","Vietnamese Team",11
"Six Karma","Nipphu •  DrLemon •  Icytower •  Letras •  Lyng","Vietnamese Team",11
"Skull Cracker","Abyss •  Xmy","Vietnamese Team",11
"Spectacled Bears","Note","Vietnamese Team",11
"Spirituals","Abscense •  Guzke •  Kitin •  Stealth •  IRuby","Vietnamese Team",11
"Stone Movistar","Why Not","Vietnamese Team",11
"TAB","Logan •  Haltz •  Taco","Vietnamese Team",11
"Team Aze","Lonely •  Dimitry •  Aloned •  5kid •  Straight •  Shu Hari","Vietnamese Team",11
"Team Quetzal","No Roster Avalable","Vietnamese Team",11
"The Kings","Destroy •  Mataz •  Rainbow •  Limitationss •  NerzhuL •  Chukaritas •  Santi •  Midalia •  VirusFx •  Mun","Vietnamese Team",11
"Tomorrow Esports","Marth •  Chikitow •  LLSkyLL •  Alann •  Meteoro •  Sight","Vietnamese Team",11
"Undead Gaming","Strange •  Pyl •  Aders","Vietnamese Team",11
"UC Esports","No Roster Avalable","Vietnamese Team",11
"Vandals Esports","K Cho •  Emarlin •  Nuggles •  Johan Love •  Spidy","Vietnamese Team",11
"Vipers","Bazu •  2Night •  Aaron •  Doosu •  Choisix","Vietnamese Team",11
"Waia Snikt","Joxardo •  No One •  Nishkyu •  Toradora","Vietnamese Team",11
"WAP Esports","Sydux •  OneSECOND •  Encounters","Vietnamese Team",11
"XTEN Esports","Zerito •  Seize •  Keine","Vietnamese Team",11
"Zeu5 Bogota","Keii •  UnicornG •  Zelt •  Hobbler •  Ichiwin •  MrProxi","Vietnamese Team",11
"Zylant Esports","Pillo •  Slayer •  Vares •  Zeypher •  Messi •  Ankichi","Vietnamese Team",11
