Season,Champion,Picks,Bans,Presence,Wins,Losses,Winrate,KDA,Avg BT,GT,CSM,DPM,GPM,CSD@15,GD@15,XPD@15
S08,Singed,115,113,0.05,68,47,0.59,3.7,7.6,1.316666667,8.4,382,376,-3.8,-63,43
S08,Draven,79,145,0.05,48,31,0.61,3.8,3.9,1.34375,9.3,535,466,12.7,790,226
S08,Kassadin,115,105,0.05,46,69,0.4,3.6,8.1,1.405555556,9.3,498,403,-5.7,-328,-129
S08,Soraka,114,86,0.04,59,55,0.52,3.7,7.5,1.375694444,0.6,200,239,-14.5,-171,-22
S08,Sivir,136,63,0.04,60,76,0.44,4,7.8,1.509027778,10.8,590,438,-2.5,-250,-21
S08,Mordekaiser,81,100,0.04,48,33,0.59,4,5.3,1.300694444,7.9,366,389,-2.7,44,542
S08,Rengar,68,77,0.03,28,40,0.41,2.2,6.5,1.533333333,5.9,255,346,7.2,171,166
S08,RekSai,100,45,0.03,49,51,0.49,2.8,6.5,1.433333333,5.2,222,333,3.7,152,44
S08,Renekton,82,53,0.03,32,50,0.39,2,8.1,1.329166667,9,364,399,10.4,269,49
S08,Nunu,65,67,0.03,33,32,0.51,3.1,4.6,1.440277778,3.5,94,289,-25.3,-600,-480
S08,Aurelion Sol,59,71,0.03,29,30,0.49,4.8,6.6,1.440277778,8.9,495,398,-4.3,64,-43
S08,Viktor,95,28,0.03,37,58,0.39,3.1,6.8,1.420833333,9.3,590,396,1.1,-14,77
S08,Lissandra,68,52,0.03,36,32,0.53,3.3,7.9,1.334027778,8.8,407,386,16.7,308,421
S08,Veigar,61,55,0.02,32,29,0.52,4.3,6.1,1.411805556,8.8,468,397,-11.6,-269,-178
S08,Miss Fortune,70,39,0.02,34,36,0.49,3.9,6.4,1.454861111,8.3,551,395,-2.1,15,22
S08,Jinx,70,37,0.02,36,34,0.51,4.6,7.3,1.423611111,10.6,648,450,0,53,-26
S08,Ziggs,64,38,0.02,33,31,0.52,3.6,7.1,1.475694444,9.4,729,403,2.6,-48,-8
S08,Illaoi,39,63,0.02,16,23,0.41,1.1,8.1,1.44375,8.9,535,388,11.9,68,-11
S08,Master Yi,28,73,0.02,9,19,0.32,2.5,3.8,1.205555556,10.5,456,460,55.6,823,1013
S08,Evelynn,32,68,0.02,13,19,0.41,2.4,3.7,1.501388889,4.9,360,330,-4.3,117,324
S08,Xerath,44,50,0.02,20,24,0.45,4.8,4.6,1.506944444,8.3,776,385,-5.5,-60,-113
S08,Riven,39,47,0.02,20,19,0.51,2.6,5.2,1.3875,9.4,366,416,3.3,-189,-60
S08,Vayne,63,23,0.02,32,31,0.51,3.3,7.3,1.418055556,9.8,562,433,-0.5,-301,-22
S08,Karthus,53,32,0.02,21,32,0.4,2.5,5.3,1.361805556,9.8,701,422,33.8,648,1068
S08,Brand,43,38,0.02,22,21,0.51,3.1,5.4,1.457638889,5.5,529,336,-5.4,84,122
S08,Malphite,52,27,0.02,22,30,0.42,2.4,8.2,1.413888889,8.1,368,363,-14.2,-639,-347
S08,Bard,51,21,0.02,23,28,0.45,3,7.2,1.400694444,1,248,257,-18.9,-86,148
S08,Ekko,49,22,0.02,23,26,0.47,3.2,7,1.398611111,8.9,447,413,0.1,233,192
S08,Fizz,29,37,0.01,16,13,0.55,3.2,7.4,1.415972222,8.4,416,400,-2.7,-62,182
S08,Shyvana,37,24,0.01,10,27,0.27,2.3,8.2,1.486111111,6.6,287,352,25.1,470,730
S08,Nami,50,8,0.01,29,21,0.58,4.3,7.6,1.379166667,0.5,170,246,-13.1,-91,34
S08,Blitzcrank,42,15,0.01,19,23,0.45,2.6,7.9,1.439583333,1.5,150,242,1.7,-35,-260
S08,Ahri,27,25,0.01,14,13,0.52,3,4.9,1.533333333,8.4,523,391,-10.3,-397,-72
S08,Elise,37,12,0.01,15,22,0.41,2.2,8.4,1.340972222,4.7,315,322,-6.2,-217,-231
S08,Ivern,26,19,0.01,13,13,0.5,4.5,5.5,1.582638889,4.1,168,297,-5.8,-24,7
S08,Twisted Fate,33,10,0.01,18,15,0.55,5,7.7,1.323611111,9,433,433,-0.8,692,222
S08,Nautilus,34,5,0.01,12,22,0.35,2.4,4.4,1.345138889,3.4,186,267,5.8,-142,-104
S08,Twitch,25,9,0.01,11,14,0.44,4.1,7.2,1.422222222,9.1,572,414,-10.1,-426,-188
S08,Quinn,20,12,0.01,7,13,0.35,2.2,7.9,1.490277778,9.3,509,410,-3.3,-161,55
S08,Yorick,14,17,0.01,5,9,0.36,1.6,6.5,1.508333333,9.5,470,400,6.8,-183,31
S08,Zed,16,15,0.01,8,8,0.5,3.6,8.3,1.373611111,8.5,529,424,7.2,573,413
S08,Hecarim,18,7,0.01,12,6,0.67,2.5,7.4,1.390972222,6.7,348,379,5.7,210,394
S08,Zyra,20,4,0.01,8,12,0.4,1.6,8.8,1.316666667,1,391,266,-8.4,-94,-156
S08,Warwick,16,7,0,8,8,0.5,2.3,6.9,1.444444444,4.8,208,330,6.8,93,-4
S08,Kayn,16,5,0,6,10,0.38,2,8,1.301388889,5.6,291,336,-9.5,-82,-199
S08,Katarina,3,13,0,2,1,0.67,3.9,3.6,1.184722222,7.7,457,395,-20.7,-363,-430
S08,Kayle,7,7,0,4,3,0.57,3.2,4.9,1.296527778,12.6,435,499,40,816,1130
S08,Nasus,11,3,0,5,6,0.45,1.8,8.7,1.318055556,9.1,459,402,-2.6,-519,-163
S08,Wukong,9,1,0,6,3,0.67,2.6,8,1.435416667,8.1,413,397,-18.3,-287,-457
S08,Volibear,6,3,0,3,3,0.5,2.2,4,1.4375,5.7,247,306,-1,24,-358
S08,Lux,6,1,0,3,3,0.5,4.1,9,1.306944444,6.2,452,356,18.2,828,858
S08,Teemo,6,1,0,5,1,0.83,2.6,9,1.453472222,9.5,736,425,14.7,632,549
S08,Pantheon,4,1,0,2,2,0.5,2.8,1,1.385416667,6.4,353,365,-27.2,-129,-995
S08,Sona,2,3,0,2,0,1,6,6.3,1.388194444,0.7,333,314,-10.5,292,-170
S08,Garen,2,2,0,0,2,0,2.1,3.5,1.172222222,7.6,502,395,12,-350,-102
S08,Udyr,2,2,0,0,2,0,1.9,7.5,1.229166667,4.7,121,295,8,-400,-289
S08,Shaco,2,1,0,2,0,1,2.9,2,1.563888889,6.2,587,462,25.5,1520,1722
S08,Amumu,1,1,0,0,1,0,1,3,1.11875,4.5,145,272,-45,-775,-1575
S08,Annie,1,1,0,0,1,0,0.2,5,1.128472222,7.3,305,334,-10,-496,-1203
S08,Rammus,2,0,0,2,0,1,2.9,-,1.371527778,5.2,647,401,3,796,557
S08,Vi,1,1,0,0,1,0,0.4,3,1.314583333,3.7,264,275,1,-2450,-632
S08,Diana,1,0,0,1,0,1,4,-,1.371527778,11.1,498,504,-7,535,226
S08,Tryndamere,1,0,0,1,0,1,5,-,1.394444444,12.1,569,509,23,550,1078
S08,Neeko,0,0,0,,,,,-,0,,,,,,
S08,Sylas,0,0,0,,,,,-,0,,,,,,
S08,Yuumi,0,0,0,,,,,-,0,,,,,,
S08,Qiyana,0,0,0,,,,,-,0,,,,,,
S08,Senna,0,0,0,,,,,-,0,,,,,,
S08,Aphelios,0,0,0,,,,,-,0,,,,,,
S08,Sett,0,0,0,,,,,-,0,,,,,,
S08,Lillia,0,0,0,,,,,-,0,,,,,,
S08,Yone,0,0,0,,,,,-,0,,,,,,
S08,Samira,0,0,0,,,,,-,0,,,,,,
S08,Seraphine,0,0,0,,,,,-,0,,,,,,
S08,Rell,0,0,0,,,,,-,0,,,,,,
S08,Viego,0,0,0,,,,,-,0,,,,,,
S08,Gwen,0,0,0,,,,,-,0,,,,,,
S08,Akshan,0,0,0,,,,,-,0,,,,,,
S08,Vex,0,0,0,,,,,-,0,,,,,,
S08,Zeri,0,0,0,,,,,-,0,,,,,,
S08,Renata Glasc,0,0,0,,,,,-,0,,,,,,
S07,Champion,,,,,,,,Avg BT,,,,,CSD@15,GD@15,XPD@15
S07,LeBlanc,297,1718,0.65,157,140,0.53,4,4.4,1.454166667,7.9,548,389,1.8,224,250
S07,Syndra,750,1194,0.63,403,347,0.54,3.3,6.1,1.53125,9.1,545,407,6.5,165,34
S07,Elise,760,1146,0.62,402,358,0.53,2.8,4.5,1.502777778,4.3,321,341,-5.6,49,-125
S07,Varus,1060,715,0.57,507,553,0.48,3.6,5,1.528472222,8.8,506,397,2.8,48,-12
S07,Shen,668,1015,0.54,336,332,0.5,3.9,5.3,1.529861111,8.1,325,370,-7.3,-237,-98
S07,Thresh,789,841,0.53,416,373,0.53,3.4,5.3,1.484027778,1.1,124,256,3.8,7,-9
S07,Caitlyn,659,966,0.52,324,335,0.49,3.2,4.6,1.503472222,9.4,522,411,4,137,-7
S07,Camille,353,1199,0.5,196,157,0.56,2.8,4.4,1.454166667,8,403,388,-3.1,2,-27
S07,Orianna,868,681,0.5,427,441,0.49,3.8,7,1.51875,9,501,403,3.7,34,36
S07,Gragas,1083,423,0.49,545,538,0.5,3.3,5.5,1.4875,5.2,282,331,-2.1,-174,-75
S07,Rumble,626,793,0.46,297,329,0.47,2.5,5.4,1.516666667,8.1,569,374,2.9,42,-11
S07,Ashe,995,403,0.45,496,499,0.5,3.8,6.3,1.513888889,8.7,435,396,-0.2,-11,-24
S07,Rengar,461,859,0.43,247,214,0.54,2.8,4.2,1.501388889,5.2,288,354,10.1,146,83
S07,Zac,167,1141,0.42,102,65,0.61,4.9,3.5,1.444444444,4.3,205,332,1.9,-134,-32
S07,Jayce,406,900,0.42,199,207,0.49,2.8,5,1.504861111,8.6,569,394,5.5,149,3
S07,Karma,841,424,0.41,383,458,0.46,3.7,6.4,1.511805556,1.9,213,268,-2.4,-102,-50
S07,Galio,429,827,0.41,223,206,0.52,3.9,4.4,1.463194444,7.4,350,355,-5.2,-85,-60
S07,Lee Sin,825,385,0.39,401,424,0.49,3,5.6,1.51875,4.3,232,335,-1.7,23,-78
S07,Taliyah,570,638,0.39,288,282,0.51,3.8,5.9,1.494444444,8.8,588,403,-3.3,0,-14
S07,Zyra,550,646,0.39,255,295,0.46,2.6,5.5,1.5625,0.8,369,273,-6.8,71,40
S07,Cassiopeia,469,703,0.38,249,220,0.53,3.5,6.8,1.492361111,8.6,478,399,4.5,60,-16
S07,Maokai,774,390,0.38,398,376,0.51,3.3,5.8,1.518055556,7,371,346,-3.3,-121,-84
S07,Malzahar,414,736,0.37,235,179,0.57,2.7,3.9,1.563888889,1.8,300,291,-2.7,-15,-26
S07,Lulu,722,413,0.37,349,373,0.48,3.8,6.2,1.50625,0.8,128,264,-2.9,-83,-36
S07,KhaZix,811,322,0.37,424,387,0.52,3.3,5.8,1.529861111,4.6,334,346,-3.4,-95,-91
S07,Kalista,455,672,0.36,244,211,0.54,3.9,4.2,1.455555556,9.1,435,419,4.1,144,8
S07,Graves,564,450,0.33,245,319,0.43,2.8,4.6,1.544444444,5.5,360,358,4.1,81,176
S07,Jarvan IV,699,308,0.33,374,325,0.54,3.6,5.5,1.472916667,6.8,318,359,-2.6,-33,-106
S07,Jhin,751,249,0.32,392,359,0.52,5.6,6.9,1.525,8.4,499,392,-2.3,-9,22
S07,Renekton,538,413,0.31,263,275,0.49,2.7,7.6,1.50625,8.9,361,391,12.7,473,303
S07,Corki,662,234,0.29,315,347,0.48,3.5,7.2,1.522916667,9.3,653,415,0.2,-38,-41
S07,Braum,650,228,0.28,331,319,0.51,3.4,7,1.477777778,1.4,143,264,5.9,-16,-24
S07,Kennen,269,585,0.28,115,154,0.43,2.2,5.5,1.452083333,8.4,442,391,6.3,142,78
S07,Ryze,361,483,0.27,170,191,0.47,3.2,5.1,1.486111111,9,415,403,-2.1,-94,-83
S07,RekSai,569,267,0.27,252,317,0.44,2.8,6,1.503472222,4.7,236,338,8.5,207,256
S07,Tahm Kench,449,365,0.26,221,228,0.49,2.7,6.9,1.516666667,1.5,125,260,8.6,8,20
S07,Rakan,382,379,0.25,190,192,0.5,3.7,5.1,1.472222222,0.6,145,272,-10.6,-38,-33
S07,Nautilus,529,181,0.23,286,243,0.54,3.4,6.9,1.520138889,7,333,345,-2.2,-88,-35
S07,Xayah,434,266,0.23,209,225,0.48,4.1,4.9,1.484722222,9.4,559,414,-1.5,-13,50
S07,Fiora,160,489,0.21,73,87,0.46,2,6.5,1.473611111,9.1,456,409,1.2,12,25
S07,Tristana,454,191,0.21,236,218,0.52,4.3,5.6,1.455555556,9.7,576,429,-2.9,-71,20
S07,Lucian,320,315,0.2,149,171,0.47,3.4,6.8,1.446527778,8.9,509,405,5.5,146,99
S07,KogMaw,303,310,0.2,143,160,0.47,3.3,5,1.502777778,9.1,634,404,-5.8,-318,-221
S07,Gnar,294,258,0.18,152,142,0.52,2.7,7.2,1.50625,8.3,466,382,5.5,85,126
S07,Chogath,252,253,0.16,132,120,0.52,2.9,5.4,1.459722222,7.3,378,359,-1.4,-129,40
S07,Ezreal,381,100,0.16,194,187,0.51,4.4,6.7,1.534027778,8.6,587,400,-0.1,-21,32
S07,Ivern,181,285,0.15,93,88,0.51,4.5,4.3,1.509027778,3.1,158,319,-17.2,-128,180
S07,Kled,246,213,0.15,129,117,0.52,3.3,6.6,1.470833333,8.3,388,378,-5,-127,-104
S07,Sejuani,299,156,0.15,149,150,0.5,4.1,5.5,1.481944444,4.2,235,324,-2,-38,34
S07,Kassadin,163,291,0.15,86,77,0.53,3.8,6.2,1.413194444,8.2,535,392,-4.2,-169,-39
S07,Alistar,274,168,0.14,129,145,0.47,3.1,6.7,1.454861111,1.2,128,263,3.5,-27,-36
S07,Vladimir,169,185,0.11,65,104,0.38,2.6,7.1,1.477083333,8.5,527,378,-0.8,-248,-282
S07,Ahri,213,140,0.11,114,99,0.54,3.8,8.2,1.553472222,8.6,517,397,-5.7,-94,3
S07,Twitch,184,149,0.11,108,76,0.59,4.5,6.1,1.474305556,8.6,601,412,-8.8,-224,-65
S07,Blitzcrank,146,161,0.1,90,56,0.62,3.3,7,1.445138889,1.2,157,276,2.4,125,-41
S07,Nami,210,92,0.1,90,120,0.43,3.7,8.6,1.530555556,0.6,143,253,-2.7,-125,-48
S07,Ekko,158,141,0.1,76,82,0.48,2.6,7.3,1.534027778,8.9,433,402,-2.7,-38,183
S07,Poppy,206,90,0.1,87,119,0.42,2.9,7.7,1.540277778,7.6,357,350,-5.7,-203,-105
S07,Fizz,96,199,0.1,57,39,0.59,3.4,5.5,1.472222222,8.1,398,388,-0.8,89,202
S07,Olaf,150,141,0.09,74,76,0.49,3.2,5,1.522222222,4.7,297,337,5,16,9
S07,Viktor,228,54,0.09,92,136,0.4,2.9,8,1.538194444,9,609,394,-1.6,-233,-71
S07,Miss Fortune,150,122,0.09,70,80,0.47,2.9,7,1.611111111,2.9,423,315,6.8,162,53
S07,Janna,164,93,0.08,106,58,0.65,5.8,6.2,1.479861111,0.6,68,315,-2.1,297,135
S07,Sivir,172,64,0.08,71,101,0.41,3.8,8.3,1.525694444,10,571,418,-1,-78,0
S07,Jax,91,128,0.07,41,50,0.45,2.1,7.4,1.436111111,8.7,377,396,3.6,136,60
S07,Talon,76,139,0.07,38,38,0.5,2.8,6.3,1.485416667,8.4,482,393,-7.6,-14,-109
S07,Bard,133,80,0.07,71,62,0.53,3.5,8.1,1.461805556,0.7,231,267,-8,-104,156
S07,Zed,75,120,0.06,46,29,0.61,3.6,7.7,1.525694444,8.1,531,402,-9.3,-127,-100
S07,Trundle,110,72,0.06,56,54,0.51,3.3,8.4,1.51875,6.3,269,344,8.2,212,101
S07,Aurelion Sol,44,117,0.05,31,13,0.7,6.3,5,1.569444444,8.6,569,415,-9.3,82,-13
S07,Morgana,103,57,0.05,56,47,0.54,4.1,7.5,1.485416667,0.8,217,291,-9.2,128,48
S07,Taric,104,47,0.05,50,54,0.48,4.1,8.3,1.422916667,1,74,275,2.7,-73,87
S07,Nidalee,79,70,0.05,38,41,0.48,3.4,6.5,1.481944444,5.6,368,367,14.2,421,594
S07,Ziggs,68,76,0.05,33,35,0.49,3.3,5.1,1.552083333,8.9,595,400,-7.2,27,-7
S07,Gangplank,60,62,0.04,28,32,0.47,3.1,8,1.538888889,9.1,621,447,2.2,468,-85
S07,Zilean,58,38,0.03,28,30,0.48,4.5,5.7,1.588888889,5.7,346,344,-3,-109,312
S07,Katarina,37,58,0.03,17,20,0.46,2.6,7.5,1.546527778,8,464,388,-6.9,-68,-30
S07,Brand,37,38,0.02,16,21,0.43,2.4,7.5,1.560416667,0.7,448,274,-7.6,105,-12
S07,Warwick,50,24,0.02,24,26,0.48,2.7,6.8,1.447222222,4.6,211,341,0.2,-30,18
S07,Twisted Fate,36,37,0.02,14,22,0.39,2.6,6.8,1.460416667,8.3,487,423,-14.5,388,-109
S07,Kayn,36,31,0.02,17,19,0.47,2.8,5.1,1.435416667,5.2,395,356,16,99,192
S07,Nunu,39,21,0.02,17,22,0.44,3.2,5.1,1.488888889,3.5,161,317,-14.6,-386,-388
S07,Swain,33,25,0.02,18,15,0.55,2.2,7.5,1.464583333,7.7,540,365,3,-62,11
S07,Sion,23,34,0.02,11,12,0.48,2.5,6.7,1.620138889,6.4,354,332,-3.9,-83,-33
S07,Illaoi,15,39,0.02,9,6,0.6,1.4,6.5,1.372222222,9.2,553,403,-0.8,242,316
S07,Anivia,22,28,0.02,9,13,0.41,3.1,6.4,1.475694444,8.4,539,390,-3.1,-89,324
S07,Azir,42,7,0.02,16,26,0.38,2.9,7.6,1.589583333,9,554,396,-2.9,-183,2
S07,Singed,25,20,0.01,13,12,0.52,3.1,7.7,1.544444444,7.6,374,359,1.1,56,386
S07,Soraka,26,14,0.01,13,13,0.5,3.4,7.3,1.366666667,0.4,101,268,-3,-72,-62
S07,Yasuo,15,24,0.01,7,8,0.47,2.5,5.7,1.520833333,9,352,387,9.2,49,-353
S07,Darius,7,21,0.01,4,3,0.57,3.8,8.2,1.527777778,8.3,419,445,25.8,1108,552
S07,Nocturne,15,13,0.01,10,5,0.67,3.3,8.5,1.479861111,5.1,401,367,9.6,283,477
S07,Draven,18,9,0.01,8,10,0.44,3.1,6.7,1.447222222,8.3,407,420,-4.9,-88,-42
S07,Jinx,20,5,0.01,10,10,0.5,6,8,1.4875,9.5,621,425,-3.2,-89,-117
S07,VelKoz,15,9,0.01,7,8,0.47,7.6,7.1,1.516666667,7.6,727,379,0.1,7,184
S07,Vayne,20,2,0.01,12,8,0.6,4.2,8.5,1.38125,9,501,424,4.8,-289,68
S07,Leona,17,4,0.01,13,4,0.76,4.5,8.3,1.448611111,1.4,109,283,12.6,337,366
S07,Akali,12,8,0.01,5,7,0.42,1.6,7.3,1.403472222,8.1,396,392,-1.1,-277,-144
S07,Lissandra,14,4,0.01,5,9,0.36,3,9.5,1.565972222,8.8,492,394,-3,244,-145
S07,Dr. Mundo,11,6,0.01,4,7,0.36,2.7,8.3,1.469444444,7.8,422,357,3.5,-227,90
S07,Evelynn,10,7,0.01,5,5,0.5,7.2,7.4,1.421527778,4.3,482,355,-1,320,201
S07,Mordekaiser,9,8,0.01,6,3,0.67,2.5,6,1.420833333,7.8,444,376,-10.1,178,78
S07,Sona,13,4,0.01,6,7,0.46,3.3,9.5,1.351388889,0.6,178,275,-2.9,-23,261
S07,Hecarim,13,3,0.01,8,5,0.62,3.6,9,1.340277778,5.7,334,376,9.8,259,284
S07,Karthus,10,5,0,5,5,0.5,2.3,5.8,1.479166667,8.6,711,397,-5.3,-244,24
S07,Vi,9,6,0,6,3,0.67,2.8,4.5,1.544444444,4.1,227,341,-16,-229,-639
S07,Kayle,9,4,0,5,4,0.56,2.5,8.5,1.231944444,7.4,359,373,0.1,-146,357
S07,Yorick,5,6,0,1,4,0.2,2.3,3.7,1.684722222,7.4,591,369,-2.4,-67,-101
S07,Irelia,8,1,0,3,5,0.38,1.7,7,1.313194444,7.5,375,355,-3.2,-417,-378
S07,Nasus,5,4,0,3,2,0.6,3.3,9,1.233333333,9.3,598,431,-5.2,134,-41
S07,Fiddlesticks,6,2,0,1,5,0.17,2,5.5,1.582638889,1.7,310,270,17.3,326,466
S07,Urgot,5,3,0,1,4,0.2,0.5,6.3,1.235416667,8.2,364,338,9.8,-276,-272
S07,Xerath,5,2,0,1,4,0.2,3.9,8.5,1.65,7.9,923,377,-3.4,-164,7
S07,Kindred,6,1,0,0,6,0,1.2,9,1.271527778,4.8,249,302,-31,-703,-884
S07,Aatrox,2,4,0,0,2,0,1.1,4.8,1.48125,7.8,374,357,-2,-268,-158
S07,Heimerdinger,5,1,0,3,2,0.6,3.1,1,1.297222222,7.2,749,437,11.5,-281,71
S07,Lux,5,1,0,1,4,0.2,2.3,9,1.257638889,4,370,316,0.2,-315,-155
S07,Rammus,4,2,0,3,1,0.75,5.7,8.5,1.386805556,4.2,249,328,3.8,240,239
S07,Riven,5,1,0,1,4,0.2,1.5,7,1.447222222,7.9,302,357,-5,-327,-127
S07,Shaco,5,0,0,1,4,0.2,1.4,-,1.375,4.8,360,349,-6.2,-509,-211
S07,Skarner,3,2,0,2,1,0.67,5.1,8.5,2.003472222,3.8,142,321,1.5,-112,208
S07,Pantheon,4,0,0,1,3,0.25,1.1,-,1.475,5.2,306,326,-7.5,-404,-861
S07,Amumu,1,2,0,0,1,0,1,9,1.781944444,4.6,184,274,16,-959,-1232
S07,Garen,1,2,0,0,1,0,3.4,5.5,1.379861111,4.9,311,374,-6,941,-1177
S07,Malphite,3,0,0,1,2,0.33,2.6,-,1.027777778,5.7,367,324,-5.3,-536,-491
S07,Shyvana,3,0,0,0,3,0,2.5,-,1.436111111,5.6,278,321,-5,-10,-468
S07,Annie,2,0,0,0,2,0,1.1,-,1.570138889,0.7,228,246,4.5,-223,102
S07,Volibear,1,1,0,0,1,0,2.4,10,1.399305556,2.9,334,325,-23,334,-849
S07,Diana,0,1,0,,,,,10,0,,,,,,
S07,Master Yi,1,0,0,0,1,0,2.2,-,1.211111111,6.8,533,408,-9,-433,521
S07,Teemo,1,0,0,0,1,0,0.3,-,1.222222222,6.4,417,312,-29,-1791,-1484
S07,Veigar,1,0,0,0,1,0,0.4,-,1.215972222,0.4,138,221,-16,-93,30
S07,Wukong,1,0,0,0,1,0,1.3,-,1.075,7.6,335,343,1,178,-237
S07,Xin Zhao,1,0,0,0,1,0,0.6,-,1.120833333,3.3,153,258,-12,-1334,-538
S07,Quinn,0,0,0,,,,,-,0,,,,,,
S07,Tryndamere,0,0,0,,,,,-,0,,,,,,
S07,Udyr,0,0,0,,,,,-,0,,,,,,
S07,Ornn,0,0,0,,,,,-,0,,,,,,
S07,Zoe,0,0,0,,,,,-,0,,,,,,
S07,Kaisa,0,0,0,,,,,-,0,,,,,,
S07,Pyke,0,0,0,,,,,-,0,,,,,,
S07,Neeko,0,0,0,,,,,-,0,,,,,,
S07,Sylas,0,0,0,,,,,-,0,,,,,,
S07,Yuumi,0,0,0,,,,,-,0,,,,,,
S07,Qiyana,0,0,0,,,,,-,0,,,,,,
S07,Senna,0,0,0,,,,,-,0,,,,,,
S07,Aphelios,0,0,0,,,,,-,0,,,,,,
S07,Sett,0,0,0,,,,,-,0,,,,,,
S07,Lillia,0,0,0,,,,,-,0,,,,,,
S07,Yone,0,0,0,,,,,-,0,,,,,,
S07,Samira,0,0,0,,,,,-,0,,,,,,
S07,Seraphine,0,0,0,,,,,-,0,,,,,,
S07,Rell,0,0,0,,,,,-,0,,,,,,
S07,Viego,0,0,0,,,,,-,0,,,,,,
S07,Gwen,0,0,0,,,,,-,0,,,,,,
S07,Akshan,0,0,0,,,,,-,0,,,,,,
S07,Vex,0,0,0,,,,,-,0,,,,,,
S07,Zeri,0,0,0,,,,,-,0,,,,,,
S07,Renata Glasc,0,0,0,,,,,-,0,,,,,,
S06,Nidalee,404,930,0.66,220,184,0.54,4,3.3,1.505555556,5,408,382,12.9,579,842
S06,Braum,957,162,0.55,457,500,0.48,3,3.4,1.532638889,1.3,138,256,5.5,15,-75
S06,RekSai,787,297,0.53,395,392,0.5,4.1,4,1.551388889,4.3,287,347,3.2,107,150
S06,Sivir,764,319,0.53,404,360,0.53,4.5,3.6,1.54375,9.6,576,424,-0.4,37,2
S06,Ryze,266,796,0.52,132,134,0.5,3,3.8,1.5125,8.1,470,386,-2,-55,-55
S06,Trundle,738,301,0.51,384,354,0.52,3.7,3.6,1.552083333,4.6,213,319,2.8,26,-29
S06,Alistar,722,264,0.48,355,367,0.49,3.2,3.4,1.523611111,1.1,89,251,2,-53,2
S06,Lucian,837,116,0.47,407,430,0.49,3.8,3.8,1.519444444,9,511,413,5.1,136,91
S06,Vladimir,298,640,0.46,151,147,0.51,4,3.8,1.521527778,8.5,579,388,2.8,12,8
S06,Elise,716,186,0.44,335,381,0.47,3.2,3.5,1.544444444,3.8,330,340,-8.2,-136,-281
S06,Karma,591,301,0.44,277,314,0.47,3.5,3.7,1.536805556,2.8,263,290,-3.1,-56,-68
S06,Gragas,708,182,0.44,383,325,0.54,3.8,4.2,1.539583333,4.2,312,337,-2.6,-238,-214
S06,Gangplank,267,606,0.43,132,135,0.49,3.4,3.5,1.568055556,8.3,607,422,-4.1,171,-123
S06,Azir,391,402,0.39,200,191,0.51,3.1,3.2,1.528472222,9,622,398,5.1,49,65
S06,Graves,570,145,0.35,260,310,0.46,3.3,3.8,1.50625,5.2,421,365,5,12,53
S06,Lissandra,388,324,0.35,200,188,0.52,3.1,3.2,1.549305556,8.3,442,384,0.3,-20,-91
S06,Poppy,478,233,0.35,250,228,0.52,3.5,3.6,1.534027778,6.9,361,358,-5.8,-94,-30
S06,Kindred,362,330,0.34,165,197,0.46,2.8,3.7,1.508333333,4.3,367,351,-2.1,-32,-157
S06,Kalista,336,337,0.33,171,165,0.51,3.8,3.8,1.46875,8.6,409,407,-0.4,31,-64
S06,Bard,402,250,0.32,208,194,0.52,3.4,3.1,1.51875,0.6,190,262,-8.3,-27,231
S06,Viktor,521,92,0.3,234,287,0.45,3.1,3.5,1.577777778,8.9,630,398,0.3,-97,-61
S06,Ekko,475,134,0.3,240,235,0.51,3.5,3.9,1.559722222,7.6,423,376,1.2,45,172
S06,Jhin,477,125,0.3,224,253,0.47,4.6,3.4,1.563888889,7.9,602,388,-4.3,-153,-76
