Season,Tourament_type,Tourament_Name,Region,Game_No,Game_Duration,First_Gane,Last_Game
S12,LPLOL,LPLOL Spring Playoffs 2022,PT,17,08:02:00,Wednesday 9 March 2022,Saturday 19 March 2022
S12,LJL,LJL Spring Playoffs 2022,JP,24,09:50:00,Wednesday 30 March 2022,Sunday 10 April 2022
S12,LCK,LCK Spring Playoffs 2022,KR,20,09:33:00,Wednesday 23 March 2022,Saturday 2 April 2022
S12,LVP,LVP SL Spring 2022,ES,90,09:02:00,Monday 10 January 2022,Thursday 10 March 2022
S12,LCS,LCS Proving Grounds Spring 2022,NA,90,07:13:00,Wednesday 16 March 2022,Friday 15 April 2022
S12,LFL,LFL Spring Playoffs 2022,FR,24,10:40:00,Wednesday 16 March 2022,Thursday 31 March 2022
S12,LCK,LCK Spring 2022,KR,213,10:07:00,Wednesday 12 January 2022,Sunday 20 March 2022
S12,LFL,LFL Spring 2022,FR,90,09:52:00,Wednesday 12 January 2022,Thursday 10 March 2022
S12,CBLOL,CBLOL Academy Split 1 Playoffs 2022,BR,20,09:02:00,Tuesday 5 April 2022,Saturday 16 April 2022
S12,CBLOL,CBLOL Academy Split 1 2022,BR,90,07:50:00,Tuesday 25 January 2022,Wednesday 23 March 2022
S12,LVP,LVP SL Spring Playoffs 2022,ES,21,07:37:00,Monday 14 March 2022,Wednesday 30 March 2022
S12,EU Masters,EU Masters Spring 2022,WR,74,07:56:00,Thursday 14 April 2022,Saturday 7 May 2022
S12,LCS,LCS Spring 2022,NA,92,09:25:00,Saturday 5 February 2022,Sunday 27 March 2022
S12,LLA,LLA Opening 2022,LAT,58,09:38:00,Saturday 29 January 2022,Sunday 13 March 2022
S12,LPL,LPL Spring Playoffs 2022,CN,51,08:40:00,Saturday 26 March 2022,Saturday 23 April 2022
S12,CBLOL,CBLOL Split 1 2022,BR,90,08:41:00,Saturday 22 January 2022,Sunday 20 March 2022
S12,LCS,LCS Spring Playoffs 2022,NA,29,07:57:00,Saturday 2 April 2022,Sunday 24 April 2022
S12,LCL,LCL Spring 2022,CIS,16,05:47:00,Saturday 12 February 2022,Sunday 20 February 2022
S12,EBL,EBL Spring Playoffs 2022,RS,14,07:50:00,Monday 7 March 2022,Saturday 19 March 2022
S12,GLL,GLL Spring Playoffs 2022,GR,14,06:49:00,Monday 7 March 2022,Sunday 20 March 2022
S12,EU Masters,EU Masters Spring Play-In 2022,WR,58,07:01:00,Monday 4 April 2022,Thursday 7 April 2022
S12,LCO,LCO Sprit 1 Playoffs 2022,OCE,22,08:13:00,Monday 28 March 2022,Monday 11 April 2022
S12,LCO,LCO Split 1 2022,OCE,84,05:24:00,Monday 24 January 2022,Tuesday 22 March 2022
S12,LCK,LCK CL Spring Playoffs 2022,KR,23,07:53:00,Monday 21 March 2022,Friday 1 April 2022
S12,LFL,LFL Div2 Spring Playoffs 2022,FR,23,09:36:00,Monday 21 March 2022,Tuesday 5 April 2022
S12,EBL,EBL Spring 2022,RS,56,07:15:00,Monday 17 January 2022,Thursday 3 March 2022
S12,Elite,Elite Series Spring 2022,BE,56,09:03:00,Monday 17 January 2022,Wednesday 2 March 2022
S12,GLL,GLL Spring 2022,GR,56,07:10:00,Monday 17 January 2022,Tuesday 1 March 2022
S12,LFL,LFL Div2 Spring 2022,FR,90,08:52:00,Monday 17 January 2022,Tuesday 15 March 2022
S12,LPLOL,LPLOL Spring 2022,PT,56,07:35:00,Monday 17 January 2022,Wednesday 2 March 2022
S12,LCK,LCK CL Spring 2022,KR,181,05:36:00,Monday 10 January 2022,Saturday 19 March 2022
S12,LPL,LPL Spring 2022,CN,341,07:26:00,Monday 10 January 2022,Friday 25 March 2022
S12,CBLOL,CBLOL Split 1 Playoffs 2022,BR,32,09:59:00,Friday 25 March 2022,Saturday 23 April 2022
S12,LEC,LEC Spring Playoffs 2022,EUW,30,08:03:00,Friday 25 March 2022,Sunday 10 April 2022
S12,LLA,LLA Opening Playoffs 2022,LAT,31,10:17:00,Friday 18 March 2022,Saturday 16 April 2022
S12,Demacia,Demacia Cup 2021,CN,66,07:35:00,Friday 17 December 2021,Sunday 26 December 2021
S12,LCS,LCS Lock In 2022,NA,39,07:52:00,Friday 14 January 2022,Sunday 30 January 2022
S12,LEC,LEC Spring 2022,EUW,90,09:06:00,Friday 14 January 2022,Sunday 6 March 2022
S12,Elite,Elite Series Spring Playoffs 2022,BE,17,07:40:00,Friday 11 March 2022,Saturday 19 March 2022
S12,LJL,LJL Spring 2022,JP,84,06:59:00,Friday 11 February 2022,Friday 25 March 2022
S12,Kespa,Kespa Cup 2021,KR,39,05:55:00,Friday 10 December 2021,Sunday 12 December 2021
S12,NA,NA Academy Spring 2022,NA,180,07:26:00,Wednesday 19 January 2022,Friday 11 March 2022
S12,NLC,NLC Spring 2022,EUW,90,08:03:00,Monday 10 January 2022,Wednesday 9 March 2022
S12,NLC,NLC Spring Playoffs 2022,EUW,21,06:51:00,Monday 14 March 2022,Wednesday 30 March 2022
S12,PCS,PCS Spring 2022,PCS,91,05:41:00,Friday 11 February 2022,Sunday 20 March 2022
S12,PCS,PCS Spring Playoffs 2022,PCS,45,07:46:00,Thursday 31 March 2022,Sunday 17 April 2022
S12,PG,PG Nationals Spring 2022,IT,56,09:14:00,Tuesday 18 January 2022,Wednesday 2 March 2022
S12,PG,PG Nationals Spring Playoffs 2022,IT,14,08:14:00,Tuesday 8 March 2022,Sunday 20 March 2022
S12,Prime League,Prime League Spring 2022,DE,90,08:14:00,Tuesday 11 January 2022,Thursday 24 February 2022
S12,Prime League,Prime League Spring Playoffs 2022,DE,20,08:18:00,Tuesday 1 March 2022,Sunday 20 March 2022
S12,Hitpoint Master,Hitpoint Masters Spring 2022,CZ,56,06:39:00,Monday 17 January 2022,Thursday 3 March 2022
S12,Hitpoint Master,Hitpoint Masters Spring Playoffs 2022,CZ,16,09:49:00,Thursday 10 March 2022,Sunday 20 March 2022
S12,TCL,TCL Winter 2022,TR,91,08:12:00,Saturday 22 January 2022,Sunday 20 March 2022
S12,TCL,TCL Winter Playoffs 2022,TR,20,09:05:00,Saturday 26 March 2022,Saturday 9 April 2022
S12,Turkey,Turkey Academy Winter 2022,TR,93,07:55:00,Thursday 20 January 2022,Friday 18 March 2022
S12,Turkey,Turkey Academy Winter Playoffs 2022,TR,12,06:06:00,Monday 21 March 2022,Wednesday 23 March 2022
S12,Ultraliga,Ultraliga Season 7,PL,90,07:57:00,Tuesday 11 January 2022,Wednesday 9 March 2022
S12,Ultraliga,Ultraliga Season 7 Playoffs,PL,22,06:40:00,Tuesday 15 March 2022,Wednesday 30 March 2022
S12,VCS,VCS Spring 2022,VN,132,05:13:00,Friday 11 February 2022,Wednesday 13 April 2022
S12,VCS,VCS Spring Playoffs 2022,VN,12,06:49:00,Saturday 16 April 2022,Sunday 24 April 2022
S11,LVP,LVP SL Spring Playoffs 2021,ES,18,11:19:00,Monday 15 March 2021,Thursday 25 March 2021
S11,LVP,LVP SL Summer 2021,ES,90,08:58:00,Monday 31 May 2021,Thursday 29 July 2021
S11,Hitpoint Challengers,Hitpoint Challengers 2021 Spring,CZ,57,08:00:00,Wednesday 3 February 2021,Saturday 6 March 2021
S11,LVP,LVP Summer Playoffs 2021,ES,21,05:56:00,Monday 2 August 2021,Thursday 12 August 2021
S11,LVP,LVP Superliga Spring 2021,ES,92,09:41:00,Monday 18 January 2021,Thursday 11 March 2021
S11,Hitpoint Challengers,Hitpoint Challengers 2021 Spring Playoffs,CZ,32,05:49:00,Wednesday 10 March 2021,Wednesday 24 March 2021
S11,LCK,LCK Summer 2021,KR,226,09:36:00,Wednesday 9 June 2021,Sunday 15 August 2021
S11,LJL,LJL Academy Playoffs 2021,JP,9,04:50:00,Wednesday 8 September 2021,Thursday 9 September 2021
S11,LFL,LFL Summer Playoffs 2021,FR,16,09:53:00,Wednesday 4 August 2021,Thursday 12 August 2021
S11,LCK,LCK Spring Playoffs 2021,KR,18,11:22:00,Wednesday 31 March 2021,Saturday 10 April 2021
S11,LCS,LCS Proving Grounds Spring 2021,NA,80,07:47:00,Wednesday 31 March 2021,Sunday 25 April 2021
S11,Hitpoint Challengers,Hitpoint Challengers 2021 Summer,CZ,13,10:18:00,Wednesday 23 June 2021,Saturday 3 July 2021
S11,MSI,MSI 2021,WR,81,06:04:00,Thursday 6 May 2021,Sunday 23 May 2021
S11,LCK,LCK Summer Playoffs 2021,KR,18,11:01:00,Wednesday 18 August 2021,Saturday 28 August 2021
S11,LFL,LFL Spring Playoffs 2021,FR,15,06:29:00,Wednesday 17 March 2021,Thursday 25 March 2021
S11,EU Masters,EU Masters Spring 2021,WR,70,08:21:00,Wednesday 14 April 2021,Sunday 2 May 2021
S11,LCK,LCK Spring 2021,KR,215,08:57:00,Wednesday 13 January 2021,Sunday 28 March 2021
S11,Dutch,Dutch League Spring Playoffs 2021,NL,15,07:20:00,Tuesday 9 March 2021,Tuesday 23 March 2021
S11,CBLOL,CBLOL Academy Split 2 2021,BR,90,07:59:00,Tuesday 8 June 2021,Wednesday 4 August 2021
S11,LFL,LFL Summer 2021,FR,85,08:28:00,Tuesday 8 June 2021,Wednesday 28 July 2021
S11,LCK,LCK Regional Finals 2021,KR,12,09:00:00,Tuesday 31 August 2021,Thursday 2 September 2021
S11,CBLOL,CBLOL Academy Split 1 Playoffs 2021,BR,23,07:55:00,Tuesday 30 March 2021,Saturday 17 April 2021
S11,LCO,LCO Split 1 Playoffs 2021,OCE,22,09:32:00,Tuesday 30 March 2021,Saturday 10 April 2021
S11,Dutch,Dutch League Summer Playoffs 2021,NL,16,09:11:00,Tuesday 27 July 2021,Tuesday 10 August 2021
S11,NA,NA Academy Spring 2021,NA,45,09:07:00,Wednesday 20 January 2021,Wednesday 17 February 2021
S11,Baltic Masters,Baltic Masters Spring 2021,LT,31,05:45:00,Tuesday 26 January 2021,Thursday 25 February 2021
S11,LCO,LCO Split 1 2021,OCE,57,05:40:00,Tuesday 23 February 2021,Saturday 27 March 2021
S11,Baltic Masters,Baltic Masters Spring Playoffs 2021,LT,13,07:32:00,Tuesday 2 March 2021,Tuesday 9 March 2021
S11,CBLOL,CBLOL Academy Split 1 2021,BR,90,09:16:00,Tuesday 19 January 2021,Wednesday 17 March 2021
S11,LFL,LFL Spring 2021,FR,91,08:10:00,Tuesday 19 January 2021,Thursday 11 March 2021
S11,LCO,LCO Split 2 Playoffs 2021,OCE,20,08:47:00,Tuesday 17 August 2021,Tuesday 31 August 2021
S11,Baltic Masters,Baltic Masters Summer 2021,LT,30,06:52:00,Tuesday 15 June 2021,Tuesday 20 July 2021
S11,LCO,LCO Split 2 2021,OCE,84,08:05:00,Tuesday 15 June 2021,Wednesday 11 August 2021
S11,Dutch,Dutch League Spring 2021,NL,30,07:52:00,Tuesday 12 January 2021,Tuesday 2 March 2021
S11,CBLOL,CBLOL Academy Split 2 Playoffs 2021,BR,18,07:54:00,Tuesday 10 August 2021,Saturday 28 August 2021
S11,Dutch,Dutch League Summer 2021,NL,30,07:37:00,Tuesday 1 June 2021,Tuesday 20 July 2021
S11,NA,NA Academy Summer 2021,NA,180,06:33:00,Wednesday 2 June 2021,Thursday 29 July 2021
S11,LCS,LCS Proving Grounds Summer 2021,NA,86,07:24:00,Thursday 2 September 2021,Sunday 26 September 2021
S11,Hitpoint Master,Hitpoint Masters 2021 Spring,CZ,57,08:00:00,Wednesday 27 January 2021,Sunday 28 February 2021
S11,LPL,LPL Summer Playoffs 2021,CN,46,10:01:00,Thursday 12 August 2021,Thursday 2 September 2021
S11,LPL,LPL Spring Playoffs 2021,CN,48,06:59:00,Thursday 1 April 2021,Sunday 18 April 2021
S11,NA,NA Academy Summer Playoffs 2021,NA,24,10:40:00,Thursday 5 August 2021,Thursday 19 August 2021
S11,LJL,LJL Summer Playoffs 2021,JP,20,10:06:00,Sunday 8 August 2021,Sunday 5 September 2021
S11,LLA,LLA Opening Playoffs 2021,LAT,13,10:07:00,Sunday 28 March 2021,Saturday 10 April 2021
S11,LJL,LJL Spring Playoffs 2021,JP,24,06:41:00,Sunday 14 March 2021,Sunday 11 April 2021
S11,LPL,LPL Spring 2021,CN,306,06:44:00,Saturday 9 January 2021,Sunday 28 March 2021
S11,Baltic Masters,Baltic Masters Summer Playoffs 2021,LT,14,07:19:00,Saturday 7 August 2021,Wednesday 11 August 2021
S11,CBLOL,CBLOL Split 2 Playoffs 2021,BR,19,06:30:00,Saturday 7 August 2021,Saturday 4 September 2021
S11,LCS,LCS Championship 2021,NA,47,08:45:00,Saturday 7 August 2021,Sunday 29 August 2021
S11,CBLOL,CBLOL Split 2 2021,BR,90,08:23:00,Saturday 5 June 2021,Sunday 1 August 2021
S11,LPLOL,LPLOL Grand Final 2021,PT,25,08:53:00,Saturday 30 October 2021,Saturday 13 November 2021
S11,LLA,LLA Opening 2021,LAT,67,10:40:00,Saturday 30 January 2021,Monday 22 March 2021
S11,LCL,LCL Spring Playoffs 2021,CIS,11,11:19:00,Saturday 3 April 2021,Saturday 17 April 2021
S11,CBLOL,CBLOL Split 1 Playoffs 2021,BR,22,07:07:00,Saturday 27 March 2021,Sunday 18 April 2021
S11,LCL,LCL Summer 2021,CIS,55,06:54:00,Saturday 26 June 2021,Sunday 8 August 2021
S11,LJL,LJL Spring 2021,JP,57,09:25:00,Saturday 23 January 2021,Thursday 11 March 2021
S11,EBL,EBL Season 8 Playoffs,RS,10,04:03:00,Saturday 20 March 2021,Saturday 27 March 2021
S11,LCS,LCS Mid-Season Showdown 2021,NA,31,09:39:00,Saturday 20 March 2021,Sunday 11 April 2021
S11,LJL,LJL Summer 2021,JP,58,09:29:00,Saturday 19 June 2021,Wednesday 4 August 2021
S11,LLA,LLA Closing 2021,LAT,66,09:06:00,Saturday 19 June 2021,Sunday 8 August 2021
S11,CBLOL,CBLOL Split 1 2021,BR,90,07:49:00,Saturday 16 January 2021,Sunday 14 March 2021
S11,LLA,LLA Closing Playoffs 2021,LAT,13,09:30:00,Saturday 14 August 2021,Saturday 28 August 2021
S11,LCL,LCL Spring 2021,CIS,58,08:33:00,Saturday 13 February 2021,Sunday 28 March 2021
S11,Belgian League,Belgian League Spring Playoffs 2021,BE,16,09:07:00,Monday 8 March 2021,Monday 22 March 2021
S11,LCK,LCK CL Summer 2021,KR,92,09:32:00,Monday 7 June 2021,Tuesday 10 August 2021
S11,LPL,LPL Summer 2021,CN,328,07:06:00,Monday 7 June 2021,Sunday 8 August 2021
S11,LPLOL,LPLOL Summer 2021,PT,57,08:04:00,Monday 7 June 2021,Wednesday 21 July 2021
S11,Belgian League,Belgian League Summer 2021,BE,30,07:07:00,Monday 31 May 2021,Monday 19 July 2021
S11,GLL,GLL Summer 2021,GR,55,05:40:00,Monday 31 May 2021,Tuesday 6 July 2021
S11,EU Masters,EU Masters Summer 2021,WR,78,07:02:00,Monday 30 August 2021,Sunday 19 September 2021
S11,LJL,LJL Academy 2021,JP,30,09:15:00,Monday 30 August 2021,Tuesday 7 September 2021
S11,EU Masters,EU Masters Spring Play-In 2021,WR,58,06:22:00,Monday 29 March 2021,Thursday 1 April 2021
S11,LCK,LCK CL Spring Playoffs 2021,KR,18,05:42:00,Monday 29 March 2021,Friday 9 April 2021
S11,Belgian League,Belgian League Summer Playoffs 2021,BE,17,07:19:00,Monday 26 July 2021,Monday 9 August 2021
S11,LPLOL,LPLOL Summer Playoffs 2021,PT,15,09:28:00,Monday 26 July 2021,Tuesday 3 August 2021
S11,EBL,EBL Season 8,RS,59,06:40:00,Monday 25 January 2021,Sunday 14 March 2021
S11,LPLOL,LPLOL Spring 2021,PT,57,07:59:00,Monday 25 January 2021,Wednesday 10 March 2021
S11,LFL,LFL Div2 Summer Playoffs 2021,FR,16,08:52:00,Monday 23 August 2021,Thursday 26 August 2021
S11,GLL,GLL Winter Playoffs 2021,GR,24,06:59:00,Monday 22 November 2021,Tuesday 7 December 2021
S11,Demacia,Demacia Cup 2020,CN,65,07:07:00,Monday 21 December 2020,Sunday 27 December 2020
S11,KeSPA,KeSPA Cup 2020,KR,33,08:13:00,Monday 21 December 2020,Saturday 2 January 2021
S11,LFL,LFL Promotion 2021,FR,18,06:47:00,Monday 20 September 2021,Friday 24 September 2021
S11,GLL,GLL 2021 Spring,GR,57,07:25:00,Monday 18 January 2021,Tuesday 23 February 2021
S11,LCK,LCK CL Spring 2021,KR,93,08:10:00,Monday 18 January 2021,Tuesday 23 March 2021
S11,EU Masters,EU Masters Summer Play-In 2021,WR,63,06:28:00,Monday 16 August 2021,Thursday 19 August 2021
S11,LCK,LCK CL Summer Playoffs 2021,KR,23,10:27:00,Monday 16 August 2021,Friday 27 August 2021
S11,LPLOL,LPLOL Spring Playoffs 2021,PT,10,05:28:00,Monday 15 March 2021,Sunday 21 March 2021
S11,EBL,EBL Season 9,RS,58,06:04:00,Monday 14 June 2021,Friday 30 July 2021
S11,LFL,LFL Div2 Summer 2021,FR,90,07:54:00,Monday 14 June 2021,Tuesday 17 August 2021
S11,GLL,GLL Summer Playoffs 2021,GR,23,06:48:00,Monday 12 July 2021,Tuesday 27 July 2021
S11,GLL,GLL Winter 2021,GR,56,07:25:00,Monday 11 October 2021,Tuesday 16 November 2021
S11,Belgian League,Belgian League Spring 2021,BE,30,07:30:00,Monday 11 January 2021,Monday 1 March 2021
S11,GLL,GLL 2021 Spring Playoffs,GR,24,07:36:00,Monday 1 March 2021,Tuesday 23 March 2021
S11,LCS,LCS Spring 2021,NA,90,09:58:00,Friday 5 February 2021,Sunday 14 March 2021
S11,LCS,LCS Summer 2021,NA,135,08:54:00,Friday 4 June 2021,Sunday 1 August 2021
S11,LPL,LPL Regional Finals 2021,CN,10,07:55:00,Friday 3 September 2021,Sunday 5 September 2021
S11,LFL,LFL Finals 2021,FR,10,06:46:00,Friday 27 August 2021,Monday 4 October 2021
S11,LEC,LEC Spring Playoffs 2021,EUW,33,09:31:00,Friday 26 March 2021,Sunday 11 April 2021
S11,LEC,LEC Spring 2021,EUW,90,09:03:00,Friday 22 January 2021,Sunday 14 March 2021
S11,LCS,LCS Lock In 2021,NA,42,06:42:00,Friday 15 January 2021,Sunday 31 January 2021
S11,LCL,LCL Summer Playoffs 2021,CIS,25,08:08:00,Friday 13 August 2021,Saturday 4 September 2021
S11,LEC,LEC Summer Playoffs 2021,EUW,34,07:12:00,Friday 13 August 2021,Sunday 29 August 2021
S11,LEC,LEC Summer 2021,EUW,90,08:07:00,Friday 11 June 2021,Sunday 1 August 2021
S11,NLC,NLC Spring 2021,EUW,64,08:45:00,Tuesday 19 January 2021,Thursday 25 February 2021
S11,Hitpoint Master,Hitpoint Masters 2021 Spring Playoffs,CZ,35,07:49:00,Thursday 4 March 2021,Sunday 21 March 2021
S11,Hitpoint Master,Hitpoint Masters 2021 Summer,CZ,56,07:02:00,Thursday 17 June 2021,Sunday 18 July 2021
S11,NLC,NLC Spring Playoffs 2021,EUW,27,07:00:00,Tuesday 2 March 2021,Sunday 21 March 2021
S11,NLC,NLC Summer 2021,EUW,96,07:24:00,Wednesday 2 June 2021,Tuesday 20 July 2021
S11,NLC,NLC Summer Playoffs 2021,EUW,22,09:37:00,Tuesday 27 July 2021,Sunday 8 August 2021
S11,PCS,PCS Spring 2021,PCS,91,05:55:00,Friday 19 February 2021,Sunday 21 March 2021
S11,PCS,PCS Spring Playoffs 2021,PCS,37,08:20:00,Thursday 1 April 2021,Sunday 18 April 2021
S11,PCS,PCS Summer 2021,PCS,93,06:09:00,Friday 9 July 2021,Sunday 8 August 2021
S11,PCS,PCS Summer Playoffs 2021,PCS,40,07:27:00,Thursday 12 August 2021,Sunday 29 August 2021
S11,PG,PG Nationals Spring 2021,IT,57,06:33:00,Wednesday 13 January 2021,Thursday 25 February 2021
S11,PG,PG Nationals Spring Playoffs 2021,IT,33,07:48:00,Monday 1 March 2021,Sunday 21 March 2021
S11,PG,PG Nationals Summer 2021,IT,57,06:18:00,Tuesday 1 June 2021,Thursday 8 July 2021
S11,PG,PG Nationals Summer Playoffs 2021,IT,30,06:46:00,Tuesday 20 July 2021,Saturday 7 August 2021
S11,Prime League,Prime League Spring 2021,DE,90,06:38:00,Tuesday 19 January 2021,Thursday 4 March 2021
S11,Prime League,Prime League Spring Playoffs 2021,DE,18,08:30:00,Tuesday 9 March 2021,Sunday 21 March 2021
S11,Prime League,Prime League Summer 2021,DE,91,06:18:00,Tuesday 1 June 2021,Thursday 22 July 2021
S11,Prime League,Prime League Summer Playoffs 2021,DE,17,05:51:00,Tuesday 27 July 2021,Sunday 8 August 2021
S11,Prime League,Prime League Winter Cup 2021,DE,49,06:46:00,Sunday 3 October 2021,Sunday 14 November 2021
S11,TCL,TCL Spring 2021,TR,91,07:28:00,Saturday 23 January 2021,Sunday 21 March 2021
S11,TCL,TCL Spring Playoffs 2021,TR,22,07:22:00,Saturday 3 April 2021,Saturday 17 April 2021
S11,Hitpoint Master,Hitpoint Masters Summer Playoffs 2021,CZ,31,06:07:00,Thursday 22 July 2021,Sunday 8 August 2021
S11,TCL,TCL Summer 2021,TR,92,08:32:00,Saturday 12 June 2021,Sunday 8 August 2021
S11,TCL,TCL Summer Playoffs 2021,TR,20,08:39:00,Saturday 14 August 2021,Saturday 4 September 2021
S11,Trinity,Trinity Force Puchar Polski,PL,34,05:54:00,Sunday 1 November 2020,Sunday 15 November 2020
S11,Ultraliga,Ultraliga Season 5,PL,81,09:07:00,Tuesday 19 January 2021,Wednesday 24 March 2021
S11,Ultraliga,Ultraliga Season 6,PL,57,08:03:00,Tuesday 8 June 2021,Wednesday 21 July 2021
S11,Ultraliga,Ultraliga Season 6 Playoffs,PL,24,11:58:00,Tuesday 27 July 2021,Wednesday 11 August 2021
S11,VCS,VCS Spring 2021,VN,143,06:24:00,Friday 22 January 2021,Sunday 4 April 2021
S11,VCS,VCS Spring Playoffs 2021,VN,16,05:28:00,Saturday 10 April 2021,Sunday 18 April 2021
S11,VCS,VCS Winter 2021,VN,131,05:49:00,Tuesday 16 November 2021,Friday 17 December 2021
S11,VCS,VCS Winter Playoffs 2021,VN,17,07:11:00,Wednesday 22 December 2021,Sunday 26 December 2021
S11,World Championship,World Championship 2021,WR,83,10:24:00,Monday 11 October 2021,Saturday 6 November 2021
S11,World Championship,World Championship Play-In 2021,WR,38,06:01:00,Tuesday 5 October 2021,Saturday 9 October 2021
